date,Q_model_raw_m3s,month,season,Q_model_biascorrected_m3s
2071-10-26,1201.3714599609375,10,herfst,1052.881473736873
2071-10-27,1111.984619140625,10,herfst,1020.5037546006323
2071-10-28,1029.6185302734375,10,herfst,993.432534782764
2071-10-29,972.55224609375,10,herfst,976.4039883625289
2071-10-30,925.804443359375,10,herfst,964.654419585194
2071-10-31,898.2736206054688,10,herfst,959.7222293572221
2071-11-01,901.6410522460938,11,herfst,960.3255100357444
2071-11-02,950.4290161132812,11,herfst,969.6244022802639
2071-11-03,1051.1802978515625,11,herfst,999.9387513878247
2071-11-04,1207.6043701171875,11,herfst,1055.4526902346881
2071-11-05,1420.7232666015625,11,herfst,1118.6490157426863
2071-11-06,1698.25,11,herfst,1218.1416401983636
2071-11-07,2060.720703125,11,herfst,1358.1176154994994
2071-11-08,2516.98779296875,11,herfst,1509.5158221435554
2071-11-09,3026.41748046875,11,herfst,1689.4074246126224
2071-11-10,3497.12353515625,11,herfst,1827.1987028035758
2071-11-11,3838.091552734375,11,herfst,1909.0700419919935
2071-11-12,4029.459716796875,11,herfst,1941.9398428507325
2071-11-13,4070.884521484375,11,herfst,1951.0491327385344
2071-11-14,4011.630615234375,11,herfst,1938.7985140979727
2071-11-15,3891.97265625,11,herfst,1919.0420024016344
2071-11-16,3748.610595703125,11,herfst,1886.8585975033527
2071-11-17,3600.543212890625,11,herfst,1856.966488643579
2071-11-18,3532.225341796875,11,herfst,1835.1092187783129
2071-11-19,3562.782470703125,11,herfst,1845.3526038762882
2071-11-20,3698.115966796875,11,herfst,1876.0113895405434
2071-11-21,3930.962646484375,11,herfst,1924.6609943247322
2071-11-22,4240.60205078125,11,herfst,1988.562376208888
2071-11-23,4631.55908203125,11,herfst,2099.8937039862517
2071-11-24,5096.49267578125,11,herfst,2195.8084552722657
2071-11-25,5589.537109375,11,herfst,2311.2093533128973
2071-11-26,6052.3173828125,11,herfst,2427.566525297286
2071-11-27,6431.78955078125,11,herfst,2540.2453185208915
2071-11-28,6696.48779296875,11,herfst,2655.7170885454952
2071-11-29,6827.6318359375,11,herfst,2727.57051603989
2071-11-30,6825.3203125,11,herfst,2726.7119368825447
2071-12-01,6688.47119140625,12,winter,3758.634460278385
2071-12-02,6437.9287109375,12,winter,3659.2942315348687
2071-12-03,6099.38525390625,12,winter,3510.443275687832
2071-12-04,5701.77685546875,12,winter,3301.0239058667967
2071-12-05,5282.4208984375,12,winter,3137.108054513714
2071-12-06,4864.40185546875,12,winter,2966.7567258498952
2071-12-07,4462.0283203125,12,winter,2736.2733011897867
2071-12-08,4082.2470703125,12,winter,2558.187876045347
2071-12-09,3729.10888671875,12,winter,2392.0388930222903
2071-12-10,3405.103271484375,12,winter,2242.4994447153385
2071-12-11,3143.734619140625,12,winter,2134.151243215397
2071-12-12,2940.71923828125,12,winter,2051.554740315715
2071-12-13,2888.247802734375,12,winter,2034.5234892969709
2071-12-14,3007.120849609375,12,winter,2072.4578054863655
2071-12-15,3262.33447265625,12,winter,2183.085591315604
2071-12-16,3580.042236328125,12,winter,2322.209281571179
2071-12-17,3885.0869140625,12,winter,2461.293239021149
2071-12-18,4137.01220703125,12,winter,2573.468193885882
2071-12-19,4327.81103515625,12,winter,2673.408165915958
2071-12-20,4462.9912109375,12,winter,2736.689148718709
2071-12-21,4581.095703125,12,winter,2788.917939323468
2071-12-22,4670.69970703125,12,winter,2863.050616501052
2071-12-23,4736.0751953125,12,winter,2901.4720053517844
2071-12-24,4764.916015625,12,winter,2916.350416905547
2071-12-25,4743.71923828125,12,winter,2905.4080247760917
2071-12-26,4682.17431640625,12,winter,2873.717725682039
2071-12-27,4655.6220703125,12,winter,2848.961529676287
2071-12-28,4709.58349609375,12,winter,2887.8310769668724
2071-12-29,4845.78125,12,winter,2960.046801975226
2071-12-30,5267.95849609375,12,winter,3130.4558056916526
2071-12-31,5839.20849609375,12,winter,3396.1082577467973
2072-01-01,6418.27392578125,1,winter,3650.5253773195495
2072-01-02,6882.84423828125,1,winter,3808.8097190876574
2072-01-03,7401.99609375,1,winter,4066.7758235827805
2072-01-04,8110.97216796875,1,winter,4345.340120086623
2072-01-05,9002.486328125,1,winter,4784.715666168557
2072-01-06,9875.203125,1,winter,5220.778491495589
2072-01-07,10404.30859375,1,winter,5500.47095656071
2072-01-08,10478.0458984375,1,winter,5545.334600335626
2072-01-09,10243.345703125,1,winter,5404.651121852317
2072-01-10,9862.076171875,1,winter,5215.06399555126
2072-01-11,9579.4306640625,1,winter,5092.021230585377
2072-01-12,9491.3359375,1,winter,5044.231513553257
2072-01-13,9489.0390625,1,winter,5042.958896296383
2072-01-14,9387.9697265625,1,winter,4986.959949442515
2072-01-15,9070.09765625,1,winter,4818.458103440739
2072-01-16,8536.65234375,1,winter,4502.877182728593
2072-01-17,7865.45947265625,1,winter,4243.936435461465
2072-01-18,7147.04638671875,1,winter,3905.085200078366
2072-01-19,6448.39599609375,1,winter,3663.9641425430864
2072-01-20,5813.35009765625,1,winter,3381.3530082915013
2072-01-21,5248.19482421875,1,winter,3121.7936335503346
2072-01-22,4761.08447265625,1,winter,2914.349614990468
2072-01-23,4341.1953125,1,winter,2680.4182969744525
2072-01-24,3976.84912109375,1,winter,2509.2535154687357
2072-01-25,3653.66015625,1,winter,2362.9117820871897
2072-01-26,3359.70947265625,1,winter,2215.843933140429
2072-01-27,3087.4091796875,1,winter,2114.1129862690736
2072-01-28,2833.013427734375,1,winter,2006.6002194826108
2072-01-29,2595.166748046875,1,winter,1908.8170242953645
2072-01-30,2373.739013671875,1,winter,1778.9838424617158
2072-01-31,2168.948486328125,1,winter,1693.6279094037616
2072-02-01,1980.788818359375,2,winter,1632.98073181685
2072-02-02,1808.907958984375,2,winter,1558.4549369440442
2072-02-03,1652.6258544921875,2,winter,1508.44351359964
2072-02-04,1511.0179443359375,2,winter,1466.3806655978824
2072-02-05,1383.008544921875,2,winter,1404.2970519884677
2072-02-06,1267.695068359375,2,winter,1353.7258647247615
2072-02-07,1163.6136474609375,2,winter,1311.419483850857
2072-02-08,1070.034423828125,2,winter,1279.4746527591453
2072-02-09,985.7556762695312,2,winter,1252.7141596808408
2072-02-10,909.5938110351562,2,winter,1207.7357787245949
2072-02-11,840.7410278320312,2,winter,1159.2579332853727
2072-02-12,779.1937255859375,2,winter,1137.2469784601735
2072-02-13,724.6419067382812,2,winter,1119.5154445865883
2072-02-14,678.14501953125,2,winter,1101.443226661571
2072-02-15,641.5307006835938,2,winter,1084.6661804349035
2072-02-16,632.5548095703125,2,winter,1080.4226958747374
2072-02-17,663.5193481445312,2,winter,1095.0616369775255
2072-02-18,773.92529296875,2,winter,1135.7298145761315
2072-02-19,986.9317626953124,2,winter,1253.1473993046673
2072-02-20,1283.489990234375,2,winter,1361.3689116065943
2072-02-21,1602.987060546875,2,winter,1490.0331344202164
2072-02-22,1881.695068359375,2,winter,1589.3667403862048
2072-02-23,2085.78662109375,2,winter,1666.3034402053938
2072-02-24,2221.26708984375,2,winter,1722.8068443055022
2072-02-25,2302.3671875,2,winter,1744.8271273289324
2072-02-26,2345.499755859375,2,winter,1761.0583564477615
2072-02-27,2356.40478515625,2,winter,1767.980562103477
2072-02-28,2335.91748046875,2,winter,1754.9757977404122
2072-02-29,2287.869384765625,2,winter,1740.8906866999464
2072-03-01,2211.77490234375,3,lente,2113.559276578616
2072-03-02,2115.780517578125,3,lente,2073.3600058464613
2072-03-03,2001.8612060546875,3,lente,2015.774533860263
2072-03-04,1878.748779296875,3,lente,1979.5417045579445
2072-03-05,1755.1983642578125,3,lente,1931.8318516213153
2072-03-06,1633.3507080078125,3,lente,1850.7358715528087
2072-03-07,1517.1712646484375,3,lente,1810.8790468344419
2072-03-08,1408.53857421875,3,lente,1762.694196477871
2072-03-09,1308.5438232421875,3,lente,1716.7486781480195
2072-03-10,1217.487060546875,3,lente,1656.3439080611004
2072-03-11,1135.8504638671875,3,lente,1583.50913723194
2072-03-12,1063.129638671875,3,lente,1529.6151443192643
2072-03-13,999.6504516601562,3,lente,1502.2442139796149
2072-03-14,945.8785400390624,3,lente,1479.7869705653748
2072-03-15,902.2946166992188,3,lente,1463.876473965183
2072-03-16,866.9683227539062,3,lente,1446.1005965571696
2072-03-17,840.4017333984375,3,lente,1430.3207364692623
2072-03-18,822.746337890625,3,lente,1420.4810115300572
2072-03-19,820.94580078125,3,lente,1419.477534157305
2072-03-20,841.6062622070312,3,lente,1430.9920458235426
2072-03-21,940.6856079101562,3,lente,1477.5583726496513
2072-03-22,1207.3070068359375,3,lente,1647.4771824014636
2072-03-23,1701.7969970703125,3,lente,1900.106685841776
2072-03-24,2352.595458984375,3,lente,2179.873905302261
2072-03-25,2981.263671875,3,lente,2488.4386038376174
2072-03-26,3445.323974609375,3,lente,2661.629609990721
2072-03-27,3720.353759765625,3,lente,2755.0306589353263
2072-03-28,3865.48095703125,3,lente,2798.4446624147454
2072-03-29,3950.59033203125,3,lente,2856.1768379205155
2072-03-30,4011.875,3,lente,2891.7484619525617
2072-03-31,4046.177978515625,3,lente,2911.346662076985
2072-04-01,4031.55126953125,4,lente,2902.9900358526206
2072-04-02,3950.2158203125,4,lente,2855.958041926464
2072-04-03,3802.06103515625,4,lente,2778.2885419189292
2072-04-04,3599.3134765625,4,lente,2714.0625827607814
2072-04-05,3362.1572265625,4,lente,2642.115242511987
2072-04-06,3109.923095703125,4,lente,2546.07141794465
2072-04-07,2862.6708984375,4,lente,2443.124043594122
2072-04-08,2620.761474609375,4,lente,2309.434447947744
2072-04-09,2393.1337890625,4,lente,2191.1671915128522
2072-04-10,2183.7587890625,4,lente,2098.3191936129792
2072-04-11,1994.74755859375,4,lente,2012.8048453667393
2072-04-12,1827.135986328125,4,lente,1957.2944792198562
2072-04-13,1681.5478515625,4,lente,1884.8446773551395
2072-04-14,1558.015625,4,lente,1821.6652456977597
2072-04-15,1455.47021484375,4,lente,1790.5945738366388
2072-04-16,1372.8873291015625,4,lente,1742.9582102810116
2072-04-17,1307.441650390625,4,lente,1716.2098833359523
2072-04-18,1255.5736083984375,4,lente,1686.0811509550936
2072-04-19,1211.3792724609375,4,lente,1651.0240853093776
2072-04-20,1171.1842041015625,4,lente,1614.2284815759417
2072-04-21,1131.155517578125,4,lente,1579.9693872117834
2072-04-22,1091.66845703125,4,lente,1547.7181913358265
2072-04-23,1051.4261474609375,4,lente,1524.2266108568513
2072-04-24,1007.2959594726562,4,lente,1505.2960335787266
2072-04-25,961.828125,4,lente,1486.6318918773127
2072-04-26,915.015869140625,4,lente,1468.3871727394446
